user,item,cnt,daytime,weekday,isweekend,homework,weather,country,city
281,25,-0.6142065436128752,0,13,15,17,26,99,100
193,1531,-0.3466820002266935,2,9,14,17,25,62,200
86,64,-0.7066165674343627,1,7,14,17,19,97,259
45,114,-1.2324754566138185,1,10,14,17,19,90,156
221,480,-1.5,4,10,14,17,25,52,100
512,1459,-1.5,3,7,15,16,19,48,100
451,415,-1.5,0,13,15,17,19,36,121
37,17,-1.5,0,12,15,17,26,36,119
112,375,-1.1624216115340797,6,12,15,17,19,90,151
227,83,-1.5,5,9,14,17,19,48,143
308,16,-0.2341070558478453,1,7,14,17,19,96,100
264,352,-1.5,1,9,14,17,19,97,269
349,1302,-0.5286371756084953,1,10,14,17,19,97,100
51,21,-0.726107873914938,2,12,15,17,19,90,151
115,5,-1.3312108057670398,1,10,14,17,26,37,127
50,221,-0.5898350871608208,1,10,14,17,19,78,233
208,21,-1.3312108057670398,2,7,15,16,19,90,151
43,3,-0.12961047831011419,4,11,15,17,25,97,100
291,155,0.026595995731836686,5,12,15,16,22,97,295
10,39,-0.9392944335641297,1,12,15,17,25,90,153
76,2889,-0.4989556235854289,1,11,15,17,19,97,100
273,5,-1.1080836277970898,2,11,15,17,21,53,193
105,827,0.2362597960126096,2,9,14,16,19,93,248
4,97,-0.7161672555941798,0,12,15,18,24,92,126
32,49,-0.7705052393311695,6,8,15,17,25,90,153
182,3,-1.1080836277970898,4,8,15,17,19,97,100
554,88,-1.2324754566138185,3,13,15,17,26,99,100
541,73,-1.5,0,13,15,17,26,99,100
488,44,-1.5,0,12,15,17,26,99,100
166,16,-1.2324754566138185,6,7,14,17,21,97,100
284,65,-0.7829957378458352,2,7,15,17,22,97,289
68,16,-1.3312108057670398,4,8,15,17,19,36,100
32,5,-1.1080836277970898,4,8,15,18,25,90,153
104,749,-0.9936324173011195,5,10,14,17,19,97,262
133,235,-1.5,3,7,15,16,19,90,151
450,56,-1.0636862623808583,3,13,15,17,19,90,100
85,0,-1.0636862623808583,0,10,14,17,22,96,173
18,16,-0.9392944335641297,0,7,15,17,26,97,265
88,782,-1.3312108057670398,4,9,14,17,24,36,125
104,749,-1.0261488247799624,3,13,15,17,21,97,261
52,184,-1.5,2,11,15,17,19,96,163
15,74,-0.8405590844109084,1,9,14,17,19,78,233
58,5,-0.12100494206283607,2,10,14,17,25,31,102
260,71,-1.3312108057670398,1,12,15,17,19,96,174
85,16,-0.8948970681478982,6,10,14,17,19,96,173
142,33,-0.688570436314042,0,10,14,17,25,97,263
518,33,-0.8100804405681892,0,12,15,16,25,97,273
244,16,-0.6017160450982093,1,13,15,17,19,90,100
55,21,-1.3312108057670398,2,12,15,17,24,97,100
185,21,-0.6717698901779482,5,10,14,17,19,78,233
90,21,-1.3312108057670398,3,13,15,16,20,38,100
163,25,0.46444222005439695,1,11,15,17,19,78,233
132,99,-1.1624216115340797,4,10,14,17,26,97,100
240,307,0.20687051607921125,1,7,14,17,19,78,233
86,25,-0.7586242813937808,2,7,15,17,22,97,262
64,89,-0.7961617189946769,0,10,14,17,19,43,100
26,5,-0.5898350871608208,2,8,15,17,19,58,100
4,427,-0.964950913227637,2,10,14,17,24,92,126
47,138,-1.5,1,11,15,17,21,78,233
131,616,-1.2324754566138185,1,9,14,17,19,97,100
170,21,-1.1080836277970898,2,7,15,16,21,96,173
105,59,0.21230869057635093,0,9,14,16,19,93,248
166,26,-0.04040246003565251,0,13,15,17,19,97,292
60,5,-1.1624216115340797,3,7,15,17,26,99,100
403,33,-1.1624216115340797,2,7,15,17,25,47,161
216,74,-0.8948970681478982,0,12,15,17,19,69,213
264,42,-0.31098239273408357,3,9,14,17,21,97,100
105,81,-0.7961617189946769,1,9,14,17,19,93,250
119,8,-1.5,3,13,15,17,25,97,100
31,21,-0.6717698901779482,2,7,15,16,19,90,151
177,0,-0.7161672555941798,6,7,14,17,19,97,264
107,82,-0.03979595577822148,4,10,14,16,19,48,136
166,5,-1.5,2,7,15,17,21,97,292
197,855,-0.5522976495599248,0,7,15,17,22,96,173
128,260,-0.6342324525770522,0,11,15,17,25,90,100
79,9,-0.8948970681478982,4,9,14,17,19,90,100
107,25,-0.6342324525770522,0,11,15,16,19,48,136
210,25,-1.5,3,13,15,16,26,92,126
121,1374,-0.7066165674343627,0,8,15,16,25,97,100
167,1644,-0.9936324173011195,4,10,14,17,25,97,256
222,65,-0.5425558971820078,1,12,15,17,19,44,145
60,21,-1.5,1,12,15,17,26,99,100
155,1862,-1.2324754566138185,4,7,15,17,19,60,199
195,232,-1.5,0,8,15,17,25,65,202
73,148,-1.1624216115340797,0,8,15,18,19,36,123
128,366,0.33060152676048693,1,9,14,17,25,90,151
107,173,-0.8573596305470023,0,9,14,17,22,48,136
387,149,-1.0636862623808583,2,7,15,17,21,58,184
190,325,-0.4042453467917668,2,9,14,17,19,97,100
55,92,-0.06666695832584613,1,11,15,17,22,97,100
329,16,-1.5,0,11,15,18,26,45,148
14,207,-0.9160853245861855,0,9,14,17,25,49,175
338,5,-0.270302829815221,6,13,15,17,22,48,100
89,21,0.007411959113451383,0,11,15,18,19,97,262
25,627,-0.6273725247617167,1,8,15,17,19,80,100
98,307,-0.5573186796819779,0,7,15,17,19,78,233
142,33,-0.4725020521022689,2,11,15,17,25,97,263
128,550,-1.5,0,8,15,17,25,65,202
257,25,-0.14873708300996036,0,7,15,17,25,80,100
182,21,-0.8573596305470023,4,13,15,17,19,97,100
38,33,-1.0636862623808583,1,11,15,18,19,97,259
84,327,-1.5,2,9,14,17,22,96,173
226,14,-1.2324754566138185,2,10,14,17,19,97,265
355,16,-0.3509920478481219,1,8,15,17,21,78,233
332,68,-1.5,3,8,15,17,26,97,100
48,34,-1.0261488247799624,2,8,15,17,25,90,100
222,490,-1.5,0,8,15,17,19,44,145
282,26,-1.3312108057670398,1,13,15,17,19,97,265
50,787,-0.118481485973287,3,8,15,17,21,78,233
132,99,-1.0636862623808583,0,11,15,18,21,97,100
447,162,-1.0636862623808583,1,11,15,17,26,99,100
314,28,-1.5,2,7,15,17,26,99,100
216,36,-0.5425558971820078,1,13,15,17,25,69,213
339,135,-1.5,0,10,14,17,21,78,233
133,257,-1.5,3,7,15,16,19,90,151
254,5,-0.4069661721197393,6,7,14,17,19,69,213
191,97,-1.5,2,13,15,17,26,99,100
31,17,-0.726107873914938,5,11,15,16,19,90,151
212,970,-1.5,3,8,15,17,19,97,100
186,33,-1.5,6,11,15,16,21,97,100
5,21,-0.9160853245861855,4,7,15,16,25,90,151
357,348,-0.6717698901779482,6,8,15,17,19,78,233
109,717,-0.476109693397363,0,7,15,17,25,97,282
74,221,0.1071432660291669,4,13,15,16,19,80,238
199,317,-1.5,4,10,14,17,19,90,100
152,16,-0.7829957378458352,1,9,14,17,21,96,165
141,39,-1.3312108057670398,6,13,15,17,19,65,202
155,550,-1.5,6,8,15,17,19,60,199
50,5,-0.3988932339083433,6,8,15,17,21,78,233
38,317,-1.2324754566138185,2,11,15,18,21,97,259
216,910,-0.46198913896233695,1,13,15,17,19,69,213
10,5,-0.5898350871608208,1,9,14,17,25,90,153
293,21,-1.3312108057670398,4,8,15,17,26,99,100
189,39,-1.0636862623808583,1,12,15,17,19,97,100
192,17,-1.1624216115340797,0,10,14,17,22,74,229
296,16,-1.3312108057670398,0,9,14,17,25,73,226
40,387,-1.2324754566138185,4,8,15,16,25,90,154
327,1186,-1.5,3,12,15,17,21,48,100
282,26,-0.2522566986949004,0,9,14,17,22,97,265
203,348,-1.5,1,11,15,17,19,96,172
225,138,-1.5,1,10,14,17,19,78,233
264,336,-0.8100804405681892,2,8,15,17,25,97,100
47,0,-0.9936324173011195,2,13,15,17,19,78,233
44,550,-1.5,2,9,14,16,19,90,100
360,78,-0.7705052393311695,1,8,15,17,19,36,122
147,20,-0.9936324173011195,1,9,14,16,25,30,106
209,749,-1.5,2,12,15,17,21,97,100
51,31,-1.1624216115340797,6,11,15,17,19,90,151
549,25,-1.0261488247799624,3,9,14,17,22,97,100
85,102,-1.2324754566138185,4,13,15,17,22,96,173
84,25,-0.8248432230681594,5,13,15,17,25,96,173
41,74,-0.3445552501713536,4,8,15,17,19,69,100
155,65,-0.5378273732014026,3,11,15,17,25,60,199
97,359,-1.5,0,10,14,17,19,78,233
547,33,-1.5,0,11,15,17,19,49,100
172,21,-1.2324754566138185,1,7,14,17,19,58,100
267,11,-1.5,1,7,14,17,25,97,100
101,25,-1.5,2,8,15,16,24,42,133
96,372,-1.1624216115340797,2,10,14,17,19,36,124
231,207,-0.9160853245861855,4,8,15,17,19,87,245
73,673,-1.5,0,10,14,16,19,36,123
292,1540,-1.1080836277970898,1,10,14,18,25,96,165
73,1674,-1.5,3,10,14,18,24,36,123
530,16,-1.1080836277970898,6,13,15,17,19,97,275
70,16,-0.6485607812000039,2,9,14,16,26,97,277
197,25,-1.1624216115340797,0,13,15,17,26,96,173
280,126,-0.6800253022333832,3,13,15,17,25,97,100
232,650,-0.8754057616673229,3,7,15,18,25,97,295
8,303,-0.3988932339083433,1,7,14,16,19,36,120
61,16,-1.1080836277970898,1,9,14,17,24,99,100
32,5,-1.2324754566138185,6,10,14,16,19,90,153
238,5,-1.3312108057670398,3,13,15,17,25,96,173
234,33,-1.0261488247799624,1,7,14,17,25,30,104
90,3,-0.964950913227637,0,8,15,17,22,38,100
268,614,-0.8573596305470023,0,9,14,17,19,90,100
48,16,-1.3312108057670398,4,10,14,16,25,90,151
152,74,-0.5624454234299481,1,9,14,17,21,96,165
23,16,-1.3312108057670398,0,8,15,16,22,96,100
566,5,-1.5,1,8,15,16,19,64,201
472,990,-1.5,5,7,15,17,25,97,283
123,9,-1.3312108057670398,6,7,14,17,19,96,100
231,65,-0.6485607812000039,1,13,15,17,25,87,245
141,16,-0.9392944335641297,1,10,14,17,19,65,202
57,33,-0.9936324173011195,1,8,15,17,25,97,100
379,21,-0.9936324173011195,2,11,15,16,19,96,100
96,8,-0.964950913227637,0,7,15,16,19,36,124
45,36,-0.318475640369279,1,7,14,17,25,90,156
76,55,0.06727555865069923,1,7,14,17,21,97,100
193,1531,-0.04842764089354823,4,9,14,17,21,62,200
153,123,-0.726107873914938,0,13,15,16,19,90,151
32,16,-0.6078812182811414,1,9,14,17,25,90,153
56,156,-0.8248432230681594,6,8,15,17,19,69,214
147,493,-1.1080836277970898,3,7,15,16,25,30,106
437,44,-1.2324754566138185,0,12,15,16,24,30,106
74,53,-0.37858886712825934,4,9,14,16,19,80,238
261,207,-0.5573186796819779,2,13,15,17,19,86,100
174,589,-1.3312108057670398,1,7,14,17,26,99,100
55,92,-0.38350845532696454,4,10,14,17,24,97,100
90,106,-1.2324754566138185,0,9,14,17,22,38,100
263,1318,-0.5624454234299481,0,8,15,17,19,97,100
244,5,-0.6273725247617167,1,13,15,16,19,90,151
109,192,-1.1624216115340797,3,8,15,17,25,97,100
89,67,0.5381539684762373,2,11,15,18,19,97,262
148,26,-0.8573596305470023,1,13,15,16,26,36,100
212,1397,-0.5898350871608208,2,8,15,17,19,97,100
21,1646,-1.5,4,7,15,18,19,90,151
104,21,-1.0636862623808583,1,11,15,17,19,38,129
192,17,-0.9392944335641297,2,8,15,16,19,74,229
125,244,-0.6342324525770522,6,7,14,18,19,48,100
50,787,-0.024534830951328024,2,8,15,17,21,78,233
293,21,-1.2324754566138185,2,9,14,17,26,99,100
44,11,-0.7829957378458352,0,13,15,18,26,90,100
243,5,-1.5,4,11,15,17,19,85,243
72,89,-1.3312108057670398,3,12,15,17,26,99,100
310,11,-1.0636862623808583,1,9,14,16,22,47,161
202,642,-0.46544325834409195,2,10,14,16,19,73,225
282,3,-0.9936324173011195,6,10,14,17,19,97,265
175,1495,-0.964950913227637,4,13,15,17,19,96,100
70,16,-1.0261488247799624,4,12,15,16,19,97,277
6,303,-0.9392944335641297,1,13,15,17,19,90,151
97,3,-1.0261488247799624,1,8,15,17,21,78,233
86,14,-1.5,2,11,15,17,19,97,282
548,3,-1.5,0,12,15,17,19,69,216
70,111,-0.283122175555387,2,7,15,16,25,97,277
88,782,-1.0261488247799624,2,13,15,17,19,36,119
350,237,-1.5,1,8,15,17,22,97,100
203,584,-1.5,1,7,14,17,26,96,172
112,5,-1.1624216115340797,2,13,15,16,19,90,151
89,88,0.06294460428244775,2,7,15,18,25,97,262
84,524,-1.5,1,8,15,17,19,96,173
14,25,-0.5029806959449882,6,8,15,17,25,49,175
32,27,-1.5,0,12,15,17,26,90,153
273,21,-0.4181640683652792,0,13,15,17,21,53,193
32,49,-1.1624216115340797,2,13,15,16,19,90,153
355,1059,-1.5,0,10,14,17,21,78,233
476,40,-1.5,3,9,14,16,19,97,100
204,1854,-1.5,0,7,15,17,25,95,101
190,16,-0.1664190577389899,1,13,15,17,19,97,100
222,1031,-0.9936324173011195,2,13,15,17,25,44,145
210,5,-1.5,2,8,15,17,19,35,100
446,262,-1.3312108057670398,2,8,15,17,19,78,233
512,417,-1.5,4,13,15,16,19,48,100
129,473,-0.1705290512270381,1,13,15,17,19,93,253
4,16,-0.7472961303532253,4,11,15,18,24,92,126
126,103,-0.4797715869670438,1,11,15,17,19,78,234
63,25,-1.0261488247799624,2,9,14,18,19,90,151
43,21,-0.04101047866233909,0,13,15,17,19,97,270
7,67,0.4268538546412317,2,11,15,17,25,53,192
13,20,-1.5,5,8,15,16,19,96,100
160,11,-1.5,0,13,15,17,25,90,151
174,573,-1.1624216115340797,1,8,15,17,26,99,100
297,9,-0.4422341493661479,4,9,14,17,25,97,100
147,20,-1.2324754566138185,1,7,14,17,25,30,106
86,17,-0.8573596305470023,1,9,14,17,22,97,259
355,210,-1.5,0,10,14,17,19,78,233
181,141,-0.9160853245861855,1,12,15,17,19,97,100
134,103,-0.6717698901779482,4,13,15,17,19,27,100
199,103,-1.0636862623808583,1,12,15,17,19,90,151
21,1761,-1.5,4,7,15,18,19,90,151
282,269,-0.8948970681478982,1,10,14,17,19,97,265
71,682,-0.4725020521022689,2,10,14,17,26,99,100
239,2533,-1.1080836277970898,1,11,15,17,25,97,100
263,21,-1.3312108057670398,2,13,15,17,25,97,100
74,217,-1.5,0,7,15,16,26,80,238
256,16,-1.0261488247799624,2,7,15,17,19,90,100
70,1498,-0.5573186796819779,3,10,14,16,19,97,277
74,620,-0.5841051443591216,0,9,14,17,25,80,238
563,3377,-1.3312108057670398,0,10,14,17,19,36,122
33,40,-0.4042453467917668,0,13,15,17,21,44,146
96,25,-0.8573596305470023,0,13,15,16,21,36,124
63,21,-0.8248432230681594,2,11,15,18,19,90,151
345,180,-1.5,2,7,15,17,25,90,151
152,74,-0.9392944335641297,4,10,14,17,25,96,165
141,615,-0.8405590844109084,0,12,15,17,24,65,100
42,5,-0.32425088339126984,0,7,15,17,19,90,151
283,136,-0.3860060293594689,1,12,15,16,19,97,100
166,5,-0.6412912463352292,6,12,15,17,21,97,100
467,790,-1.5,4,12,15,17,19,64,201
128,5,-0.7066165674343627,6,13,15,17,25,90,100
364,16,-1.5,0,13,15,17,22,96,100
410,1815,-1.0636862623808583,1,7,14,17,19,96,100
166,17,-1.1080836277970898,2,9,14,17,19,69,213
123,93,-1.0636862623808583,2,11,15,16,19,96,173
136,5,-0.45191136978834723,5,12,15,17,25,69,220
76,25,-0.33828422550513104,1,7,14,16,19,97,100
70,1461,-0.25664440899709384,2,7,15,17,19,97,277
41,2332,-1.5,1,10,14,17,19,69,100
80,21,-1.2324754566138185,3,7,15,17,19,96,100
343,33,-1.5,6,11,15,16,25,96,100
216,25,-1.3312108057670398,3,9,14,17,25,69,213
121,441,-1.5,3,11,15,16,26,97,100
46,283,-1.5,1,7,14,17,19,73,227
163,79,-1.5,2,11,15,17,19,78,233
38,33,-0.8754057616673229,4,10,14,18,22,97,259
41,335,-1.5,1,10,14,17,19,69,100
86,5,-1.5,0,9,14,17,25,97,282
26,53,0.1963058388250436,2,11,15,17,25,76,183
156,9,-1.3312108057670398,1,8,15,17,25,47,161
84,32,-1.5,2,9,14,17,26,96,173
343,78,-0.726107873914938,1,13,15,16,21,96,100
53,5,-1.1080836277970898,0,12,15,17,19,90,151
88,21,-0.726107873914938,2,11,15,17,25,36,125
57,44,-1.0636862623808583,1,13,15,16,25,97,100
87,1758,-1.3312108057670398,0,11,15,17,19,97,100
249,1834,-1.3312108057670398,6,11,15,17,25,97,100
327,3764,-1.5,3,12,15,17,21,48,100
163,228,-0.16846538350775853,4,7,15,17,19,78,233
176,65,-1.5,3,8,15,16,25,96,100
52,40,0.06688500310029855,2,9,14,17,19,96,163
355,5,-0.20617412701334548,2,11,15,17,19,78,233
115,584,-1.5,0,13,15,17,19,37,127
368,33,-0.688570436314042,3,10,14,17,25,97,258
22,20,-0.1789631872049735,1,10,14,17,19,96,173
84,503,-1.5,1,8,15,17,25,96,173
275,132,-1.5,2,8,15,16,25,96,173
466,503,-0.688570436314042,6,11,15,17,25,97,255
173,796,-0.5425558971820078,3,7,15,16,25,97,100
231,319,-1.0261488247799624,2,7,15,17,25,87,245
541,2124,-1.5,0,13,15,17,26,99,100
26,22,-1.0636862623808583,4,9,14,17,19,58,100
45,1354,-1.5,1,13,15,17,25,90,156
208,69,-0.46544325834409195,4,10,14,17,19,90,151
170,25,-1.5,2,13,15,17,21,97,263
139,39,-1.5,0,13,15,17,22,38,130
67,35,-0.26566437845760515,1,9,14,17,19,58,100
10,35,-0.44864271220799834,4,13,15,17,19,90,153
34,29,-1.3312108057670398,5,12,15,17,22,96,100
240,486,-0.6142065436128752,0,11,15,17,21,78,233
79,1753,-0.5425558971820078,2,10,14,17,19,90,157
211,25,0.1615475023399502,3,13,15,17,22,54,181
504,349,-1.5,2,9,14,16,19,97,288
88,168,-1.1624216115340797,1,9,14,16,24,36,125
339,11,-0.6800253022333832,1,12,15,17,19,78,233
54,42,-0.2626204471542264,0,9,14,17,25,90,100
536,889,-1.5,1,9,14,17,19,30,100
4,21,-0.8948970681478982,2,7,15,16,25,92,126
24,369,-1.3312108057670398,5,8,15,16,19,97,100
172,21,-1.5,1,11,15,17,25,58,184
14,1152,-0.35760362140075097,4,9,14,17,25,49,100
445,502,-0.964950913227637,2,10,14,17,26,99,100
5,25,-1.5,3,10,14,16,26,90,151
66,38,-1.1624216115340797,2,8,15,17,19,90,153
292,2367,-1.5,2,11,15,17,21,96,165
227,20,-1.2324754566138185,6,13,15,17,26,99,100
263,2971,-0.7066165674343627,3,7,15,16,19,97,100
192,708,-0.9392944335641297,0,12,15,17,22,74,229
43,25,-0.6560540288351991,1,7,14,17,19,97,100
109,83,-0.964950913227637,6,8,15,17,19,97,282
192,103,-1.5,1,13,15,16,19,74,229
115,155,-1.5,1,10,14,17,19,37,127
278,21,-0.8405590844109084,4,11,15,17,25,97,100
222,1161,-0.12526969788956954,1,8,15,17,25,44,145
209,2425,-0.3466820002266935,4,11,15,17,25,97,100
343,387,-0.43909202404818126,2,10,14,17,22,96,100
500,200,-1.1624216115340797,2,8,15,17,19,30,108
177,2985,-1.3312108057670398,0,9,14,17,19,97,264
355,21,-0.964950913227637,0,13,15,17,21,78,233
169,16,-0.38103623781382256,0,10,14,17,19,60,199
207,1550,-1.5,1,9,14,17,19,30,100
541,143,-1.5,0,13,15,17,26,99,100
37,25,-1.5,5,9,14,17,19,36,119
118,569,-1.5,3,10,14,17,26,97,100
282,269,-1.5,1,9,14,17,26,97,265
222,666,-1.5,0,8,15,17,25,44,145
48,34,-0.13853130493144272,3,7,15,16,25,90,151
443,505,-1.5,3,7,15,17,25,81,100
124,94,-1.3312108057670398,0,13,15,17,25,97,100
194,985,-0.40155458644728537,6,11,15,17,25,84,100
94,25,-0.7161672555941798,1,7,14,17,25,56,196
343,501,-1.5,1,13,15,16,26,96,100
25,21,-0.7829957378458352,0,12,15,17,19,80,100
53,5,-1.5,2,7,15,17,19,90,151
249,33,-0.5624454234299481,1,13,15,17,24,97,100
338,1469,-0.9392944335641297,1,8,15,17,19,48,100
90,11,-1.5,5,7,15,17,25,38,100
339,5,0.03071177821852955,0,8,15,17,21,78,233
131,136,-0.13403004306110367,0,7,15,17,25,97,100
67,106,-0.8948970681478982,0,8,15,17,19,58,184
18,103,-1.3312108057670398,1,11,15,17,19,97,100
68,39,-0.8248432230681594,2,13,15,17,19,36,100
328,428,-1.5,1,10,14,17,19,78,233
68,74,-1.1624216115340797,0,8,15,17,21,36,100
71,682,-0.9392944335641297,3,7,15,17,26,99,100
169,1898,-0.8100804405681892,0,12,15,17,19,60,199
4,70,-1.0636862623808583,2,9,14,17,19,92,126
386,317,-1.3312108057670398,1,11,15,17,26,59,100
91,929,-0.4725020521022689,3,11,15,16,19,97,100
77,964,-1.3312108057670398,0,13,15,17,25,39,132
453,935,-1.5,2,9,14,17,26,30,108
234,0,-1.2324754566138185,1,7,14,17,25,30,104
70,1461,-0.964950913227637,5,7,15,16,26,97,277
148,43,-0.26720073266098,0,11,15,17,22,36,100
107,25,-1.5,2,12,15,16,25,48,136
338,5,-0.3667079091908707,3,10,14,17,25,48,100
120,40,-0.4689470789880823,2,13,15,17,25,90,153
238,21,-0.6412912463352292,5,8,15,17,19,96,173
10,372,-0.964950913227637,1,9,14,17,19,90,153
121,17,-0.318475640369279,3,11,15,16,19,97,100
17,16,-0.37858886712825934,1,9,14,17,22,36,125
183,1313,-1.2324754566138185,3,9,14,17,19,32,109
101,25,-0.9936324173011195,2,8,15,17,19,42,133
276,26,0.3793708468363539,1,13,15,17,26,99,100
98,65,-0.10465576090022743,1,11,15,17,19,78,233
206,20,-1.2324754566138185,0,10,14,17,19,84,240
137,11,-1.5,6,8,15,17,25,42,133
32,9,-1.5,4,7,15,18,26,90,153
196,2257,-0.8948970681478982,0,9,14,16,22,90,100
79,21,-0.7705052393311695,1,8,15,17,19,90,100
169,1217,-1.5,1,8,15,17,19,60,199
89,102,-1.3312108057670398,2,7,15,18,25,97,262
136,451,-1.5,6,10,14,17,19,69,220
38,92,-0.964950913227637,1,9,14,18,19,97,259
91,62,-1.5,0,9,14,16,19,97,100
381,351,-1.1080836277970898,4,10,14,17,19,73,225
121,2089,-1.3312108057670398,4,9,14,16,25,97,100
155,33,-0.1643897848831617,1,11,15,17,25,60,199
328,1061,-1.5,1,10,14,17,19,78,233
215,21,-1.5,5,11,15,16,22,40,177
40,3247,-0.21974029121605754,0,7,15,16,19,90,154
105,1160,0.05568710685475864,3,13,15,16,19,93,248
64,200,-0.573034541024727,4,8,15,17,19,43,100
100,25,-1.2324754566138185,1,13,15,17,21,97,261
161,39,-1.1080836277970898,0,9,14,17,25,90,151
329,741,-1.3312108057670398,0,7,15,16,25,45,148
22,136,-0.5029806959449882,1,7,14,17,19,97,280
247,1220,-0.9936324173011195,0,10,14,17,19,32,100
101,25,-0.5624454234299481,4,13,15,18,19,42,133
46,21,-1.5,6,8,15,17,19,73,227
119,2348,-0.9936324173011195,1,11,15,17,19,97,100
84,559,-1.5,2,9,14,17,26,96,173
107,25,-1.5,2,13,15,17,19,48,136
145,5,-1.1080836277970898,0,7,15,17,19,90,151
73,25,-0.9392944335641297,1,12,15,18,19,36,123
56,421,-0.8405590844109084,1,12,15,17,25,69,220
16,305,-1.5,1,10,14,17,19,36,122
192,21,-0.9936324173011195,1,12,15,16,24,74,229
74,53,0.5625657313644465,3,11,15,16,25,80,238
43,356,-0.4797715869670438,6,8,15,17,25,97,279
159,138,-1.5,4,13,15,17,19,90,151
3,732,-1.5,4,10,14,17,25,97,282
105,81,-0.5898350871608208,4,11,15,17,22,93,250
41,135,-1.5,1,10,14,17,19,69,100
380,941,-1.5,1,12,15,17,25,36,125
41,257,-1.5,1,10,14,17,19,69,100
206,25,-1.3312108057670398,3,12,15,17,19,84,240
244,5,-1.5,3,13,15,17,19,90,100
29,808,-0.2949208800437666,1,7,14,17,19,76,100
211,17,-1.0636862623808583,2,8,15,16,19,30,105
525,1111,-0.7364716223742637,3,9,14,17,26,99,100
88,16,-1.2324754566138185,1,11,15,17,19,36,119
85,17,-1.5,5,13,15,17,24,96,173
343,21,-0.726107873914938,2,9,14,17,19,96,100
403,261,-1.5,1,11,15,18,19,47,161
128,366,-0.9392944335641297,0,11,15,17,25,90,151
163,43,-1.5,2,11,15,17,19,78,233
185,65,-0.6273725247617167,1,8,15,17,21,78,233
89,21,-0.5241689523832752,2,10,14,16,25,97,262
97,801,-0.9936324173011195,0,10,14,17,25,78,233
115,5,-0.6078812182811414,4,13,15,17,25,37,127
410,375,-1.5,0,7,15,17,19,96,173
9,17,-1.1624216115340797,0,10,14,17,26,99,100
46,167,-0.8948970681478982,1,10,14,17,19,73,227
131,28,-0.13136869052216182,4,8,15,17,19,97,100
238,5,-1.5,3,7,15,17,22,96,173
98,136,0.05197560062591866,1,11,15,17,19,78,233
244,5,-0.3165806009729404,6,12,15,17,19,90,151
249,21,-1.2324754566138185,3,7,15,17,19,97,100
8,303,-1.1080836277970898,1,7,14,17,26,36,100
166,16,-0.49109973800759943,4,11,15,17,19,97,292
354,1008,-0.29665406411113193,1,12,15,16,19,73,100
