business_id,stars,review_count,att1
33568,1,6,731
2909,4,7,413
12745,4,7,360
6640,1,6,464
19501,1,7,731
166,0,7,184
30137,4,7,731
46118,1,6,731
9655,0,5,85
33591,3,5,303
35272,1,5,407
51394,3,7,918
49547,4,7,731
29540,1,6,119
51742,3,6,446
51834,4,7,66
51020,3,7,791
50860,1,5,66
47902,1,7,651
44229,4,5,710
12186,3,7,437
45301,3,6,303
19283,1,5,52
48222,2,6,872
45845,3,7,467
44195,4,5,731
39552,4,7,436
17029,1,6,254
36146,1,7,742
39500,0,5,66
2227,3,6,809
35673,0,5,45
35725,1,5,385
23548,1,7,74
36535,1,7,119
36702,1,7,183
26607,1,7,620
49330,1,6,731
4334,1,6,731
44608,3,7,437
45584,1,6,337
39943,1,7,731
43611,3,6,809
3792,3,7,373
40413,1,5,311
50157,1,5,335
18945,0,7,303
52283,4,5,568
10006,1,7,9
49658,3,7,767
27365,3,6,731
47631,4,7,354
4866,3,5,767
11743,0,5,75
29086,2,7,731
4742,3,5,937
44424,3,7,74
44489,3,7,126
25912,1,5,63
49932,1,5,385
19979,1,7,183
18409,1,7,662
13928,3,5,33
15304,1,6,893
48562,3,7,731
9951,1,5,620
46338,3,6,128
34131,4,5,731
2555,3,7,859
48411,3,6,731
50686,1,6,874
38541,1,7,744
38362,0,5,337
7744,3,7,202
32495,1,5,767
15547,3,6,66
49321,3,5,269
23510,3,7,243
48291,0,5,714
777,1,6,87
20219,1,7,128
10112,3,5,87
3232,3,5,303
22691,1,7,195
26942,1,6,77
46173,4,7,269
4027,3,7,578
14447,1,6,85
4664,3,6,731
9288,1,7,335
32311,1,6,464
42935,1,5,195
37823,3,6,66
11292,1,5,385
24347,0,7,85
25192,3,7,314
45103,1,6,372
42119,3,7,77
42872,1,6,495
32354,1,7,893
14173,0,5,767
23994,3,6,77
8041,1,7,337
30457,0,5,731
14623,1,5,767
14956,3,7,64
33816,3,6,809
39933,1,5,851
42531,0,6,77
7876,1,5,334
11325,1,7,30
17270,1,6,731
20973,3,5,315
42859,1,7,303
40644,1,7,731
35505,3,5,240
14744,4,7,731
28542,3,6,731
34649,1,7,66
11398,4,5,334
40347,1,7,802
10634,1,7,77
1015,1,6,444
24547,1,6,809
46355,4,7,340
22613,3,5,767
19925,1,6,177
12794,3,7,30
5953,4,5,437
12341,4,7,128
36968,4,7,337
7360,1,7,731
39096,1,6,731
39257,1,6,119
29636,4,5,73
29722,1,5,51
30378,3,6,803
19516,1,6,731
26125,1,6,731
11017,1,6,731
19455,3,7,899
44509,1,6,713
11794,1,6,731
29097,1,5,66
47596,0,5,514
28674,4,7,717
19062,3,5,541
14420,3,7,731
14347,1,5,857
51317,1,5,85
41335,1,6,420
19761,1,5,397
44251,1,7,507
40663,3,6,77
29180,1,7,767
23607,1,7,71
7764,1,5,437
30863,3,7,731
38293,1,6,797
5740,3,6,52
16035,1,6,75
43119,4,7,66
37131,0,7,366
14758,1,5,767
3175,3,7,744
11484,3,7,177
15973,4,7,731
21946,3,6,119
7300,3,7,337
29040,1,5,128
14028,3,7,77
23201,1,6,120
50202,1,7,462
50546,1,7,731
34475,1,7,29
52090,1,7,128
14466,0,5,282
35460,1,7,578
47161,4,7,337
47555,1,6,731
3021,1,6,578
31370,1,6,731
51316,0,7,592
51040,1,6,541
6881,1,5,744
22443,1,7,303
24233,3,5,767
22630,3,6,731
13777,3,7,437
28403,2,5,320
27370,3,5,750
18677,1,7,731
3149,1,6,513
312,3,7,351
38154,3,5,373
10426,1,7,109
11120,0,5,885
35394,1,7,190
20089,3,5,731
8905,3,7,337
263,1,5,936
9488,3,6,903
11365,1,5,633
12482,1,5,568
7793,3,5,315
44482,1,5,71
43407,1,7,249
12879,1,7,337
10874,1,6,771
11226,3,7,731
9512,1,6,119
48483,1,7,700
44079,3,7,195
45671,1,7,194
736,1,7,119
24131,1,7,700
5343,1,6,138
30166,1,7,318
25458,1,6,852
38959,1,7,194
50715,4,6,175
33994,2,5,731
46482,3,6,436
16023,0,5,470
49169,3,7,867
40201,1,7,337
1111,4,5,128
42089,1,6,541
40235,1,7,513
48112,1,7,195
18376,4,5,731
48566,3,7,126
26680,3,5,337
30198,3,6,372
26462,1,6,240
5573,3,6,128
12409,3,7,114
22942,1,5,59
17222,0,7,500
15898,4,6,202
33601,1,6,731
278,1,7,731
28491,3,7,474
25656,1,5,731
4551,4,5,568
13398,3,5,420
25290,1,6,138
16424,0,5,327
41271,1,5,660
27746,1,7,364
2046,0,5,108
28912,1,7,183
27769,3,7,731
841,1,7,857
37277,3,5,937
31930,1,6,700
21322,1,5,836
21794,3,5,810
19848,3,7,731
10835,1,6,228
3340,4,7,320
38699,3,6,750
26657,4,7,190
28731,1,7,235
25382,3,7,578
38353,0,7,885
29410,3,7,183
26530,1,6,29
5911,1,6,119
18496,1,5,105
1026,1,6,337
26369,4,6,897
36722,1,6,742
19472,0,7,64
20988,1,5,514
49697,4,7,403
18526,1,7,397
6280,3,5,385
37628,1,5,46
31806,3,7,85
36787,1,6,731
32806,1,7,70
38096,4,7,731
24311,1,7,647
18175,3,7,662
8726,1,6,731
41910,1,6,713
7242,4,5,767
30022,3,5,327
38838,1,7,514
22203,1,5,183
15346,1,7,77
44733,0,5,397
42297,3,6,325
43446,1,7,52
38135,1,7,742
30655,3,6,809
42656,4,5,11
27148,3,7,731
1544,1,7,731
11940,0,5,562
27665,1,7,910
33326,3,5,596
38255,3,7,731
46982,1,6,700
27202,3,6,190
45239,0,5,63
28558,1,6,541
9627,2,7,433
24813,3,7,470
11410,3,7,464
37065,1,5,789
49745,4,7,195
11276,1,5,337
52271,3,7,183
38476,3,7,731
22972,3,7,731
16000,1,6,809
52288,1,7,819
9706,4,5,831
4122,4,7,397
21666,1,7,337
4009,1,7,119
27150,1,7,491
33604,4,5,11
14955,1,7,464
28400,4,7,177
35148,0,5,526
5140,3,6,305
40656,3,6,464
49857,1,5,11
5956,3,5,420
12655,1,7,214
43919,3,6,819
13591,2,6,64
9389,1,6,464
45124,1,7,744
45863,3,7,580
11777,0,5,531
3380,1,6,744
36485,3,5,337
10618,1,6,731
2142,3,5,337
29683,2,5,263
6929,0,5,335
15541,1,6,731
9813,1,6,63
9618,1,5,327
9670,1,5,384
1672,1,6,29
6995,3,7,731
35338,1,6,29
34723,3,7,540
7309,1,6,85
16668,3,6,77
45630,4,7,315
48599,4,7,327
22048,3,5,183
47105,3,5,766
31735,3,7,731
1031,4,7,568
48359,4,6,731
10412,4,7,656
19178,4,7,360
23899,0,5,306
39504,1,7,337
20701,4,7,437
11317,1,7,382
39808,4,7,315
48348,1,7,337
3270,3,6,731
22785,4,7,314
35954,3,7,403
45624,3,5,861
1066,4,5,573
25559,0,7,742
39423,1,5,562
16458,4,5,128
45685,4,7,767
8486,1,5,936
16703,1,7,77
40942,3,6,337
17527,1,7,541
42445,1,7,731
10026,3,5,317
17917,4,6,578
39103,3,7,437
27775,1,5,420
48047,4,5,337
19690,4,6,52
21727,3,5,256
10302,1,5,105
37659,1,5,744
29565,3,7,803
35039,1,7,631
36527,1,7,767
28468,1,6,731
26095,3,5,337
41654,3,6,731
10443,3,6,731
9972,3,7,337
41807,1,7,123
43328,1,5,327
36792,3,5,128
41589,3,7,254
28016,3,6,731
8798,1,7,767
43474,1,7,128
6720,3,6,29
14172,1,5,407
14868,1,7,488
29446,3,5,66
42612,0,5,249
29986,1,7,232
41934,3,7,803
15503,1,5,683
19676,4,7,337
31392,1,6,11
51283,3,7,742
3579,1,7,797
17334,3,5,742
48689,1,7,802
16653,1,5,66
32899,1,7,662
41217,1,5,66
8813,4,7,36
19079,1,6,731
13599,3,6,30
2401,3,7,128
12725,1,5,514
2452,4,5,767
40385,3,6,201
32845,3,7,731
48818,3,5,337
10929,4,7,662
24075,3,6,662
18545,1,7,578
8128,1,6,337
45138,0,5,397
3136,1,6,437
27058,3,7,578
43300,1,6,731
24649,4,5,74
18614,1,6,71
8207,4,6,413
20336,2,5,195
44178,4,5,731
51327,1,6,819
4132,3,7,662
28071,1,5,754
41112,1,6,551
9347,1,6,491
9744,0,5,232
9920,3,7,854
46746,1,6,30
4094,1,6,731
44444,1,6,731
46112,4,7,731
5273,0,5,397
17001,2,5,731
49562,4,5,273
27017,1,7,85
47910,1,7,541
28814,1,7,249
34914,4,7,66
14163,3,7,85
12416,1,6,85
41550,3,7,128
50449,1,5,66
2252,3,6,190
6667,4,5,731
49691,1,6,195
6483,1,5,314
27921,2,7,436
50271,1,7,857
34133,4,7,119
29084,1,6,29
4265,4,5,351
2318,4,7,731
48054,3,7,70
2539,1,6,373
2807,1,6,819
35800,3,7,662
38149,3,5,468
29041,1,5,11
33594,1,7,464
5822,1,7,85
18605,1,6,240
51874,1,6,750
20660,1,5,448
37741,1,6,731
9614,3,7,541
20067,1,6,337
17345,3,6,437
26851,0,5,337
28938,2,5,315
26940,1,7,351
28295,0,7,420
16635,0,7,250
14433,3,5,170
47148,1,6,30
21169,4,6,30
11936,3,7,119
6,3,5,681
40009,0,5,698
29209,1,7,256
18735,1,6,809
32525,4,5,52
47174,1,5,397
42611,1,6,337
11954,1,6,731
33389,3,6,303
27571,1,5,195
873,3,7,751
11665,0,7,11
44196,1,7,64
51647,1,7,731
1584,1,7,662
18316,1,5,343
42934,3,6,527
696,3,5,595
39816,1,7,750
27236,1,7,77
37171,1,7,809
49147,0,5,514
18599,3,7,177
46763,4,6,437
32107,1,7,315
32680,4,5,211
21075,3,5,373
46005,3,5,731
43421,3,6,314
13199,1,7,8
45581,1,7,85
51917,3,7,234
20963,0,7,526
15793,3,5,85
49190,3,6,731
9217,1,5,337
20817,1,5,295
49964,1,5,74
28401,1,7,662
51551,3,7,731
51184,0,7,514
43711,3,7,766
25468,4,7,638
40364,4,5,526
16969,1,5,243
3189,3,6,462
45743,3,7,731
50477,1,6,731
6167,3,5,64
15895,0,7,170
34719,1,6,70
3809,2,7,731
18340,4,5,315
40260,4,7,243
22129,4,6,767
8325,1,7,138
30326,3,7,750
52078,3,6,208
41166,1,7,433
23886,3,7,337
29985,1,6,744
21965,3,6,731
5639,3,7,731
45421,1,7,373
5864,3,7,514
37363,3,6,303
7553,3,6,269
46934,3,7,77
38511,3,6,731
24385,0,7,53
36618,1,6,77
25406,1,6,731
5930,0,5,270
3774,1,7,337
39935,1,6,462
35764,0,5,514
1503,1,7,767
40099,4,5,397
43819,1,7,527
46504,3,7,731
36830,3,6,337
20606,1,6,731
41877,0,5,11
631,1,6,254
32062,1,7,436
3788,4,5,731
1972,3,5,138
29710,3,5,497
16373,1,7,731
30915,1,6,254
8967,0,7,85
48998,4,7,337
32121,3,7,731
46876,1,7,731
15573,3,7,897
51833,1,7,120
16972,1,7,385
37780,3,5,437
51774,3,5,11
32569,0,7,397
35312,1,7,831
942,1,7,731
19679,1,5,767
27329,3,7,337
30510,1,7,227
48215,1,7,750
48996,1,6,731
5636,1,7,444
44464,3,5,681
28600,2,7,183
19588,1,7,731
34932,1,6,337
13144,1,5,240
29116,4,7,397
14439,3,7,731
36346,4,7,384
2178,1,7,420
6758,3,5,85
30279,3,5,77
39390,3,5,767
18053,2,7,128
17265,4,7,195
17152,1,7,386
44095,1,6,731
7931,1,5,74
20944,1,7,514
12909,3,6,183
33372,3,7,177
8715,1,6,731
23694,1,6,754
44293,1,7,64
33913,1,7,337
19434,4,7,750
37748,3,7,354
9680,3,7,315
31102,4,5,861
8536,3,7,29
6522,3,6,767
49363,1,6,700
12705,0,7,407
11024,1,6,77
5091,1,6,29
49793,1,5,85
27513,1,6,337
12977,1,6,196
30054,0,7,382
11073,3,6,74
17117,1,7,119
31044,3,7,578
14012,2,7,154
51880,1,6,420
7121,1,7,29
36053,3,6,29
4783,4,5,195
7236,3,6,731
2073,3,6,897
51152,1,7,781
7256,3,5,413
28548,1,6,138
10572,1,6,170
7389,4,7,351
25539,3,6,460
47531,1,5,411
14183,3,7,420
16181,1,7,731
49072,2,7,437
32681,1,7,303
6863,4,5,258
135,4,5,420
24339,1,7,385
19381,3,7,183
40672,3,5,462
21148,1,6,337
25044,1,6,462
8644,3,6,30
4231,1,7,541
11891,3,7,433
24225,1,7,407
21307,1,6,326
19748,3,5,646
32066,3,7,731
42680,3,6,29
33652,3,7,437
34249,3,7,373
48406,1,7,564
5235,3,6,436
8626,1,5,327
44912,1,7,360
41215,1,7,413
10649,0,7,337
18146,3,7,731
27131,3,7,731
10715,3,6,470
39813,3,7,744
49466,1,5,210
44523,4,7,337
930,1,6,538
7333,3,6,662
6405,3,6,903
27176,1,6,731
1652,2,7,315
16792,3,6,731
1756,1,6,903
39312,3,7,578
7217,1,7,119
2244,1,6,195
45876,4,7,154
25442,4,7,66
50254,4,7,648
34408,1,7,731
4174,4,7,662
34832,1,5,731
45342,1,5,578
15159,4,7,33
26222,3,7,273
31597,3,6,803
846,1,6,541
46957,1,7,385
37397,3,6,337
6645,1,7,662
26456,1,7,767
35976,3,6,462
29072,3,6,578
30205,4,7,119
11787,0,5,63
5387,1,6,731
39146,3,5,337
9870,1,6,337
4713,1,7,731
5307,1,7,464
403,1,7,744
35530,1,7,397
49686,4,7,315
45218,3,7,731
48146,3,7,513
14761,1,7,71
47380,1,6,77
35961,1,5,337
8646,1,7,195
50733,3,7,437
7756,1,6,578
45052,1,7,648
47808,0,7,767
45869,4,5,337
5257,3,5,854
25402,3,7,731
24418,0,5,281
35893,1,7,337
19956,0,5,337
40318,1,5,803
29943,0,7,195
43963,1,6,932
39158,1,6,337
36095,1,6,77
37658,3,7,731
42569,1,7,747
22081,3,7,731
48586,4,5,66
44645,1,6,744
34233,1,5,335
51498,4,7,30
13933,1,5,515
29303,3,6,64
27713,3,5,651
39130,3,7,77
9606,1,7,731
40971,4,5,638
12646,1,6,87
43158,3,6,30
40602,1,7,579
32693,2,5,731
12283,1,7,731
50993,3,7,731
21782,1,5,337
46694,0,6,397
21493,1,7,52
40111,0,5,413
5936,1,7,343
46985,1,7,109
17303,3,7,715
26725,3,7,744
39086,1,6,122
48548,1,7,629
27678,1,6,731
24067,1,5,187
50429,1,6,568
16083,3,7,420
30657,1,5,203
5867,0,7,11
38907,3,7,385
37776,3,7,340
36199,3,5,337
40056,1,7,85
19067,1,5,66
3134,3,7,767
19077,3,7,588
45058,4,5,177
46983,4,7,254
51921,4,7,731
38577,1,5,180
16441,3,5,195
19461,1,6,903
7113,3,7,767
44475,3,6,303
10853,4,5,240
17694,3,7,731
9721,3,6,254
14873,3,6,77
28357,1,5,767
30342,3,6,169
9884,1,6,77
18992,3,5,731
21252,1,7,337
19637,1,7,541
41611,1,5,734
35668,1,5,873
35690,3,5,854
34448,1,5,240
17359,1,6,53
51100,3,7,750
34297,1,5,303
39297,3,6,731
19238,4,7,797
34891,3,6,731
11482,4,7,731
37777,1,7,767
1413,1,7,790
19410,1,7,360
26610,4,7,337
50483,1,5,11
30824,3,6,731
39976,1,7,513
34840,1,7,100
44288,3,7,578
4258,0,7,245
2332,4,6,66
45707,3,6,436
41240,1,7,731
28873,1,7,731
51890,3,7,578
14971,1,7,315
24992,3,7,437
22628,1,7,750
50783,1,7,119
36194,3,6,254
24176,1,7,662
43682,1,6,337
20904,1,7,190
15110,1,7,289
45599,1,7,11
24178,1,5,89
6208,1,7,742
7823,1,5,596
21599,1,7,798
28726,1,7,337
1346,1,7,184
6396,3,7,899
5110,1,6,819
35776,3,7,30
29065,0,7,436
6709,1,6,578
48051,1,6,578
11469,2,7,128
14201,1,6,195
39571,1,7,243
12825,4,5,514
29995,3,7,373
2516,1,7,120
44996,3,7,767
50239,4,5,882
7099,0,7,514
8019,0,5,660
47123,3,7,526
36857,1,6,731
43007,1,7,373
13981,1,7,625
11598,1,7,85
49132,1,6,893
2558,3,7,731
40758,1,5,533
40586,3,6,514
16326,3,7,621
30862,1,7,744
13822,1,7,337
28917,1,6,568
23603,1,7,731
13018,1,5,446
52110,1,7,758
5299,1,6,195
42365,1,6,903
1789,0,5,281
39364,3,7,315
19090,3,7,11
9594,3,5,337
29911,3,5,240
47412,3,7,413
49890,4,7,381
49234,4,7,337
19847,1,7,750
47321,1,5,651
6874,3,5,731
38451,1,6,71
18547,4,5,888
3237,3,7,183
18081,4,7,337
13570,1,6,52
10959,1,5,731
828,1,6,243
25238,1,5,231
52274,1,6,119
14531,4,5,320
2404,1,6,120
41023,1,6,829
6643,1,7,53
2194,3,5,561
42141,3,7,731
2738,4,7,397
32534,1,5,643
48763,1,5,806
20675,1,5,87
310,1,5,464
17129,3,5,462
41224,1,7,87
31654,3,7,742
9647,1,7,767
51209,1,7,731
34415,3,5,731
21018,1,7,88
41409,1,7,765
25052,3,7,767
39949,0,7,547
12712,3,5,85
13523,1,5,420
9982,3,5,397
18361,4,5,731
10504,1,7,71
22677,1,7,647
27110,3,5,87
4438,1,6,834
14339,4,7,73
37609,3,7,731
45009,1,5,159
17802,3,5,151
3138,1,7,568
28768,1,7,786
49185,1,7,11
8846,4,6,337
39020,1,5,85
16284,1,7,731
47158,4,7,315
22912,1,5,263
956,3,7,314
39249,3,7,731
42982,0,5,286
49848,1,6,731
5742,2,5,354
6783,4,5,431
7558,3,5,744
41907,3,7,254
17642,1,6,140
20203,1,7,648
11035,3,7,377
6819,3,7,514
33624,1,7,11
38026,1,7,337
27787,1,6,731
26428,1,7,314
51460,4,7,397
5837,1,7,29
49122,4,7,494
49621,3,7,731
12214,1,7,59
7384,1,7,731
293,4,7,462
15553,4,6,897
3101,0,6,103
11895,3,5,420
11322,3,5,34
51039,1,7,545
26370,3,7,126
3040,4,7,195
1123,3,7,183
26366,1,6,52
20453,1,7,11
47352,1,7,731
4913,3,7,809
26238,0,5,660
29137,1,6,731
33531,3,7,315
4135,3,7,411
39339,3,7,52
19140,1,7,85
2052,3,6,792
47623,1,7,337
34567,3,6,351
3401,1,7,470
25955,3,7,64
28856,3,7,731
2264,1,7,108
25829,4,6,731
29607,3,7,894
2735,3,6,541
5272,1,5,887
9203,1,6,731
24534,1,7,77
43609,3,6,337
12452,4,6,731
50682,4,7,731
16433,3,5,37
39537,4,7,337
46230,3,6,77
3257,1,7,420
42555,1,6,578
42225,3,6,731
1963,4,7,77
34386,3,7,767
2055,1,6,464
37440,1,7,337
20294,1,7,731
19473,2,5,397
13990,1,6,70
36559,1,6,816
3616,1,6,662
30335,1,5,85
10901,1,6,731
12492,3,7,315
15310,1,7,37
194,4,5,49
24712,1,6,731
29145,1,6,119
37803,4,7,337
38497,1,5,869
21958,1,7,731
3756,1,6,797
8679,1,6,337
3465,1,6,662
45289,1,5,316
31722,1,7,85
40600,0,5,410
7222,4,7,337
50100,3,6,87
13578,1,6,373
1043,3,7,30
50551,1,7,71
23693,1,7,790
48623,1,7,30
29858,3,6,337
29059,1,6,305
51817,4,7,809
42743,3,6,462
44440,1,5,413
18413,3,7,604
37807,1,7,337
29812,1,6,119
32870,1,6,29
28439,2,5,312
2020,1,6,662
23488,3,5,337
44911,1,7,397
39295,1,7,731
47231,4,7,541
35029,1,7,30
50473,1,6,810
42866,2,5,541
19646,1,7,590
21772,1,7,120
9540,1,7,712
2856,4,7,337
8025,1,7,562
12668,3,6,731
29264,1,6,119
15518,3,7,384
37095,3,6,731
49308,0,7,860
33039,3,6,731
18924,1,6,932
35474,3,7,643
12881,2,7,662
12973,1,6,385
10941,1,7,797
47761,1,7,337
51137,1,6,827
31186,1,7,314
22398,3,5,767
46315,3,6,851
28529,3,7,194
38859,1,6,731
26900,1,5,731
41705,1,7,66
9543,0,5,437
36337,1,5,385
44213,4,5,315
7999,1,7,71
29364,3,7,66
35439,4,7,413
22819,1,7,337
24574,1,6,337
28093,1,7,120
28339,1,7,515
728,3,7,468
37661,3,6,71
10478,3,5,73
3664,1,7,420
30470,1,7,337
3458,1,5,529
14754,1,7,337
41121,3,6,564
45459,1,5,744
50221,1,7,30
18872,3,5,52
16890,0,5,420
23868,1,6,194
28305,3,7,767
29425,4,5,85
38421,1,7,123
41212,1,6,750
43729,0,5,657
38465,0,7,420
19471,3,7,731
11335,1,7,731
17491,3,5,382
51021,1,7,337
27774,1,6,446
15561,1,7,163
4342,1,7,46
24811,3,7,731
26637,4,7,303
13903,3,7,119
6699,3,7,397
13764,4,5,180
31813,0,7,536
41138,1,7,240
17115,1,6,792
20795,0,7,767
50688,1,7,11
983,1,6,495
25820,4,5,568
15357,4,7,397
47252,1,5,420
9528,1,6,337
1537,4,7,337
29929,1,7,123
37355,1,7,11
29039,1,6,77
39901,3,6,303
24956,1,7,731
22092,3,6,564
36790,3,7,578
6054,1,7,64
37078,3,5,802
11047,3,7,731
15063,4,5,337
36597,2,7,315
31804,1,6,143
749,4,5,195
15115,3,7,63
29725,4,5,373
12627,0,5,360
28586,3,7,444
12635,1,7,552
36748,1,7,337
1396,3,6,731
31783,3,6,77
42472,3,6,731
42943,1,6,464
52020,3,6,792
10285,1,6,462
34181,1,7,437
1330,4,7,731
34646,1,6,731
34340,3,6,590
47271,3,7,731
4385,3,7,578
33090,1,6,337
6202,3,7,183
8619,3,7,303
51344,1,7,337
36666,4,5,351
21388,3,7,303
27562,1,5,128
27591,1,7,175
105,3,7,731
4226,1,7,731
24200,1,6,731
32279,1,6,315
28899,1,7,721
39280,1,7,385
33169,3,6,932
40443,4,5,767
28892,3,7,30
33566,1,7,798
45525,3,5,11
19268,1,6,578
13450,1,7,897
12612,1,7,731
12003,4,7,337
11655,3,5,246
45383,2,7,177
43941,1,5,120
4611,1,7,560
7706,1,6,464
35602,1,7,857
26644,1,6,29
45272,1,5,612
5860,3,6,464
24089,3,5,306
44200,1,7,767
45814,3,5,731
16316,3,7,77
35844,3,5,77
115,3,7,77
47285,1,5,816
38236,1,6,731
37425,0,5,397
44348,1,5,731
1638,3,6,337
8473,1,5,12
43784,4,5,767
27802,3,7,64
1364,1,5,120
48621,1,7,420
38831,3,6,436
47121,4,7,30
11391,0,5,337
28494,3,7,540
42894,3,6,731
8391,2,7,195
46615,1,5,533
26553,3,5,343
39155,1,6,384
16276,3,5,698
50002,3,7,109
37999,1,7,731
36289,3,7,77
24942,1,5,46
5408,3,7,569
10807,1,7,744
6502,2,5,85
20177,4,5,514
13255,3,7,314
11299,0,5,85
29038,3,7,794
21999,1,6,903
5901,3,5,85
3067,1,6,446
29633,4,7,140
8355,3,5,85
24605,3,6,29
37513,3,5,662
48681,1,7,11
31183,3,7,462
32851,4,5,223
5642,1,7,397
34802,1,6,446
14291,3,5,273
11810,0,5,257
45729,0,5,214
10156,1,7,305
47192,1,7,731
28245,4,5,744
267,3,6,731
17808,3,6,662
12087,3,5,744
49554,1,7,857
49858,4,6,915
42623,3,6,731
10962,3,5,599
50855,3,7,77
27949,0,5,468
18224,3,5,343
23338,3,7,744
3007,1,6,731
8650,1,6,731
4974,3,7,70
44538,3,7,662
16415,1,7,337
13146,3,6,541
51048,1,6,128
37830,1,7,921
40134,1,7,337
33908,1,5,337
16091,1,6,568
35151,1,7,437
50583,3,5,527
21971,1,7,541
32638,1,6,731
1916,1,6,30
10794,1,7,75
15587,1,6,337
27977,3,5,73
29432,4,5,397
6117,1,7,119
38723,1,6,578
2023,1,5,71
23136,2,7,128
47982,3,5,337
27107,3,5,163
15627,1,6,85
46891,1,7,273
11444,1,7,519
25086,1,6,53
